dtime,all_power_plan,a_test_power_plan,b_test_power_plan
2022-5-12 5:50:00,5000,0,0
2022-5-12 5:55:00,5000,0,0
2022-5-12 6:00:00,5000,0,0
2022-5-12 6:05:00,5000,0,0
2022-5-12 6:10:00,5000,0,0
2022-5-12 6:15:00,5000,0,0
2022-5-12 6:20:00,5000,0,0
2022-5-12 6:25:00,5000,0,0
2022-5-12 6:30:00,5000,0,0
2022-5-12 6:35:00,5000,0,0
2022-5-12 6:40:00,5000,0,0
2022-5-12 6:45:00,5000,0,0
2022-5-12 6:50:00,5000,0,0
2022-5-12 6:55:00,5000,0,0
2022-5-12 7:00:00,5000,0,0
2022-5-12 7:05:00,5000,0,0
2022-5-12 7:10:00,5000,0,0
2022-5-12 7:15:00,5000,0,0
2022-5-12 7:20:00,5000,0,0
2022-5-12 7:25:00,5000,0,0
2022-5-12 7:30:00,5000,0,0
2022-5-12 7:35:00,5000,0,0
2022-5-12 7:40:00,5000,0,0
2022-5-12 7:45:00,5000,0,0
2022-5-12 7:50:00,5000,0,0
2022-5-12 7:55:00,5000,0,0
2022-5-12 8:00:00,5000,0,0
2022-5-12 8:05:00,5000,0,0
2022-5-12 8:10:00,5000,0,0
2022-5-12 8:15:00,5000,0,0
2022-5-12 8:20:00,5000,0,0
2022-5-12 8:25:00,5000,0,0
2022-5-12 8:30:00,5000,0,0
2022-5-12 8:35:00,5000,0,0
2022-5-12 8:40:00,5000,0,0
2022-5-12 8:45:00,5000,0,0
2022-5-12 8:50:00,5000,0,0
2022-5-12 8:55:00,5000,0,0
2022-5-12 9:00:00,5000,0,0
2022-5-12 9:05:00,5000,0,0
2022-5-12 9:10:00,5000,0,0
2022-5-12 9:15:00,5000,0,0
2022-5-12 9:20:00,5000,0,0
2022-5-12 9:25:00,5000,0,0
2022-5-12 9:30:00,5000,0,0
2022-5-12 9:35:00,5000,0,0
2022-5-12 9:40:00,5000,0,0
2022-5-12 9:45:00,5000,0,0
2022-5-12 9:50:00,5000,0,0
2022-5-12 9:55:00,5000,0,0
2022-5-12 10:00:00,5000,0,0
2022-5-12 10:05:00,5000,0,0
2022-5-12 10:10:00,5000,0,0
2022-5-12 10:15:00,5000,0,0
2022-5-12 10:20:00,5000,0,0
2022-5-12 10:25:00,5000,0,0
2022-5-12 10:30:00,5000,0,0
2022-5-12 10:35:00,5000,0,0
2022-5-12 10:40:00,5000,0,0
2022-5-12 10:45:00,5000,0,0
2022-5-12 10:50:00,5000,0,0
2022-5-12 10:55:00,5000,0,0
2022-5-12 11:00:00,5000,0,0
2022-5-12 11:05:00,5000,0,0
2022-5-12 11:10:00,5000,0,0
2022-5-12 11:15:00,5000,0,0
2022-5-12 11:20:00,5000,0,0
2022-5-12 11:25:00,5000,0,0
2022-5-12 11:30:00,5000,0,0
2022-5-12 11:35:00,5000,0,0
2022-5-12 11:40:00,5000,0,0
2022-5-12 11:45:00,5000,0,0
2022-5-12 11:50:00,5000,0,0
2022-5-12 11:55:00,5000,0,0
2022-5-12 12:00:00,5000,0,0
2022-5-12 12:05:00,5000,0,0
2022-5-12 12:10:00,5000,0,0
2022-5-12 12:15:00,5000,0,0
2022-5-12 12:20:00,5000,0,0
2022-5-12 12:25:00,5000,0,0
2022-5-12 12:30:00,5000,0,0
2022-5-12 12:35:00,5000,0,0
2022-5-12 12:40:00,5000,0,0
2022-5-12 12:45:00,5000,0,0
2022-5-12 12:50:00,5000,0,0
2022-5-12 12:55:00,5000,0,0
2022-5-12 13:00:00,5000,0,0
2022-5-12 13:05:00,5000,0,0
2022-5-12 13:10:00,5000,0,0
2022-5-12 13:15:00,5000,0,0
2022-5-12 13:20:00,5000,0,0
2022-5-12 13:25:00,5000,0,0
2022-5-12 13:30:00,5000,0,0
2022-5-12 13:35:00,5000,0,0
2022-5-12 13:40:00,5000,0,0
2022-5-12 13:45:00,5000,0,0
2022-5-12 13:50:00,5000,0,0
2022-5-12 13:55:00,5000,0,0
2022-5-12 14:00:00,5000,0,0
2022-5-12 14:05:00,5000,0,0
2022-5-12 14:10:00,5000,0,0
2022-5-12 14:15:00,5000,0,0
2022-5-12 14:20:00,5000,0,0
2022-5-12 14:25:00,5000,0,0
2022-5-12 14:30:00,5000,0,0
2022-5-12 14:35:00,5000,0,0
2022-5-12 14:40:00,5000,0,0
2022-5-12 14:45:00,5000,0,0
2022-5-12 14:50:00,5000,0,0
2022-5-12 14:55:00,5000,0,0
2022-5-12 15:00:00,5000,0,0
2022-5-12 15:05:00,5000,0,0
2022-5-12 15:10:00,5000,0,0
2022-5-12 15:15:00,5000,0,0
2022-5-12 15:20:00,5000,0,0
2022-5-12 15:25:00,5000,0,0
2022-5-12 15:30:00,5000,0,0
2022-5-12 15:35:00,5000,0,0
2022-5-12 15:40:00,5000,0,0
2022-5-12 15:45:00,5000,0,0
2022-5-12 15:50:00,5000,0,0
2022-5-12 15:55:00,5000,0,0
2022-5-12 16:00:00,5000,0,0
2022-5-12 16:05:00,5000,0,0
2022-5-12 16:10:00,5000,0,0
2022-5-12 16:15:00,5000,0,0
2022-5-12 16:20:00,5000,0,0
2022-5-12 16:25:00,5000,0,0
2022-5-12 16:30:00,5000,0,0
2022-5-12 16:35:00,5000,0,0
2022-5-12 16:40:00,5000,0,0
2022-5-12 16:45:00,5000,0,0
2022-5-12 16:50:00,5000,0,0
2022-5-12 16:55:00,5000,0,0
2022-5-12 17:00:00,5000,0,0
2022-5-12 17:05:00,5000,0,0
2022-5-12 17:10:00,5000,0,0
2022-5-12 17:15:00,5000,0,0
2022-5-12 17:20:00,5000,0,0
2022-5-12 17:25:00,5000,0,0
2022-5-12 17:30:00,5000,0,0
2022-5-12 17:35:00,5000,0,0
2022-5-12 17:40:00,5000,0,0
2022-5-12 17:45:00,5000,0,0
2022-5-12 17:50:00,5000,0,0
2022-5-12 17:55:00,5000,0,0
2022-5-12 18:00:00,5000,0,0
2022-5-12 18:05:00,5000,0,0
2022-5-12 18:10:00,5000,0,0
2022-5-12 18:15:00,5000,0,0
2022-5-12 18:20:00,5000,0,0
2022-5-12 18:25:00,5000,0,0
2022-5-12 18:30:00,5000,0,0
2022-5-12 18:35:00,5000,0,0
2022-5-12 18:40:00,5000,0,0
2022-5-12 18:45:00,5000,0,0
2022-5-12 18:50:00,5000,0,0
2022-5-12 18:55:00,5000,0,0
2022-5-12 19:00:00,5000,0,0
2022-5-12 19:05:00,5000,0,0
2022-5-12 19:10:00,5000,0,0
2022-5-12 19:15:00,5000,0,0
2022-5-12 19:20:00,5000,0,0
2022-5-12 19:25:00,5000,0,0
2022-5-12 19:30:00,5000,0,0
2022-5-12 19:35:00,5000,0,0
2022-5-12 19:40:00,5000,0,0
2022-5-12 19:45:00,5000,0,0
2022-5-12 19:50:00,5000,0,0
2022-5-12 19:55:00,5000,0,0
2022-5-12 20:00:00,5000,0,0
2022-5-12 20:05:00,5000,0,0
2022-5-12 20:10:00,5000,0,0
2022-5-12 20:15:00,5000,0,0
2022-5-12 20:20:00,5000,0,0
2022-5-12 20:25:00,5000,0,0
2022-5-12 20:30:00,5000,0,0
2022-5-12 20:35:00,5000,0,0
2022-5-12 20:40:00,5000,0,0
2022-5-12 20:45:00,5000,0,0
2022-5-12 20:50:00,5000,0,0
2022-5-12 20:55:00,5000,0,0
2022-5-12 21:00:00,5000,0,0
2022-5-12 21:05:00,5000,0,0
2022-5-12 21:10:00,5000,0,0
2022-5-12 21:15:00,5000,0,0
2022-5-12 21:20:00,5000,0,0
2022-5-12 21:25:00,5000,0,0
2022-5-12 21:30:00,5000,0,0
2022-5-12 21:35:00,5000,0,0
2022-5-12 21:40:00,5000,0,0
2022-5-12 21:45:00,5000,0,0
2022-5-12 21:50:00,5000,0,0
2022-5-12 21:55:00,5000,0,0
2022-5-12 22:00:00,5000,0,0
2022-5-12 22:05:00,5000,0,0
2022-5-12 22:10:00,5000,0,0
2022-5-12 22:15:00,5000,0,0
2022-5-12 22:20:00,5000,0,0
2022-5-12 22:25:00,5000,0,0
2022-5-12 22:30:00,5000,0,0
2022-5-12 22:35:00,5000,0,0
2022-5-12 22:40:00,5000,0,0
2022-5-12 22:45:00,5000,0,0
2022-5-12 22:50:00,5000,0,0
2022-5-12 22:55:00,5000,0,0
2022-5-12 23:00:00,5000,0,0
2022-5-12 23:05:00,5000,0,0
2022-5-12 23:10:00,5000,0,0
2022-5-12 23:15:00,5000,0,0
2022-5-12 23:20:00,5000,0,0
2022-5-12 23:25:00,5000,0,0
2022-5-12 23:30:00,5000,0,0
2022-5-12 23:35:00,5000,0,0
2022-5-12 23:40:00,5000,0,0
2022-5-12 23:45:00,5000,0,0
2022-5-12 23:50:00,5000,0,0
2022-5-12 23:55:00,5000,0,0
2022-5-13 0:00:00,5000,0,0
2022-5-13 0:05:00,5000,0,0
2022-5-13 0:10:00,5000,0,0
2022-5-13 0:15:00,5000,0,0
2022-5-13 0:20:00,5000,0,0
2022-5-13 0:25:00,5000,0,0
2022-5-13 0:30:00,5000,0,0
2022-5-13 0:35:00,5000,0,0
2022-5-13 0:40:00,5000,0,0
2022-5-13 0:45:00,5000,0,0
2022-5-13 0:50:00,5000,0,0
2022-5-13 0:55:00,5000,0,0
2022-5-13 1:00:00,5000,0,0
2022-5-13 1:05:00,5000,0,0
2022-5-13 1:10:00,5000,0,0
2022-5-13 1:15:00,5000,0,0
2022-5-13 1:20:00,5000,0,0
2022-5-13 1:25:00,5000,0,0
2022-5-13 1:30:00,5000,0,0
2022-5-13 1:35:00,5000,0,0
2022-5-13 1:40:00,5000,0,0
2022-5-13 1:45:00,5000,0,0
2022-5-13 1:50:00,5000,0,0
2022-5-13 1:55:00,5000,0,0
2022-5-13 2:00:00,5000,0,0
2022-5-13 2:05:00,5000,0,0
2022-5-13 2:10:00,5000,0,0
2022-5-13 2:15:00,5000,0,0
2022-5-13 2:20:00,5000,0,0
2022-5-13 2:25:00,5000,0,0
2022-5-13 2:30:00,5000,0,0
2022-5-13 2:35:00,5000,0,0
2022-5-13 2:40:00,5000,0,0
2022-5-13 2:45:00,5000,0,0
2022-5-13 2:50:00,5000,0,0
2022-5-13 2:55:00,5000,0,0
2022-5-13 3:00:00,5000,0,0
2022-5-13 3:05:00,5000,0,0
2022-5-13 3:10:00,5000,0,0
2022-5-13 3:15:00,5000,0,0
2022-5-13 3:20:00,5000,0,0
2022-5-13 3:25:00,5000,0,0
2022-5-13 3:30:00,5000,0,0
2022-5-13 3:35:00,5000,0,0
2022-5-13 3:40:00,5000,0,0
2022-5-13 3:45:00,5000,0,0
2022-5-13 3:50:00,5000,0,0
2022-5-13 3:55:00,5000,0,0
2022-5-13 4:00:00,5000,0,0
2022-5-13 4:05:00,5000,0,0
2022-5-13 4:10:00,5000,0,0
2022-5-13 4:15:00,5000,0,0
2022-5-13 4:20:00,5000,0,0
2022-5-13 4:25:00,5000,0,0
2022-5-13 4:30:00,5000,0,0
2022-5-13 4:35:00,5000,0,0
2022-5-13 4:40:00,5000,0,0
2022-5-13 4:45:00,5000,0,0
2022-5-13 4:50:00,5000,0,0
2022-5-13 4:55:00,5000,0,0
2022-5-13 5:00:00,5000,0,0
2022-5-13 5:05:00,5000,0,0
2022-5-13 5:10:00,5000,0,0
2022-5-13 5:15:00,5000,0,0
2022-5-13 5:20:00,5000,0,0
2022-5-13 5:25:00,5000,0,0
2022-5-13 5:30:00,5000,0,0
2022-5-13 5:35:00,5000,0,0
2022-5-13 5:40:00,5000,0,0
2022-5-13 5:45:00,5000,0,0
2022-5-13 5:50:00,5000,0,0
2022-5-13 5:55:00,5000,0,0
2022-5-13 6:00:00,5000,0,0
2022-5-13 6:05:00,5000,0,0
2022-5-13 6:10:00,5000,0,0
2022-5-13 6:15:00,5000,0,0
2022-5-13 6:20:00,5000,0,0
2022-5-13 6:25:00,5000,0,0
2022-5-13 6:30:00,5000,0,0
2022-5-13 6:35:00,5000,0,0
2022-5-13 6:40:00,5000,0,0
2022-5-13 6:45:00,5000,0,0
2022-5-13 6:50:00,5000,0,0
2022-5-13 6:55:00,5000,0,0
2022-5-13 7:00:00,5000,0,0
2022-5-13 7:05:00,5000,0,0
2022-5-13 7:10:00,5000,0,0
2022-5-13 7:15:00,5000,0,0
2022-5-13 7:20:00,5000,0,0
2022-5-13 7:25:00,5000,0,0
2022-5-13 7:30:00,5000,0,0
2022-5-13 7:35:00,5000,0,0
2022-5-13 7:40:00,5000,0,0
2022-5-13 7:45:00,5000,0,0
2022-5-13 7:50:00,5000,0,0
2022-5-13 7:55:00,5000,0,0
2022-5-13 8:00:00,5000,0,0
2022-5-13 8:05:00,5000,0,0
2022-5-13 8:10:00,5000,0,0
2022-5-13 8:15:00,5000,0,0
2022-5-13 8:20:00,5000,0,0
2022-5-13 8:25:00,5000,0,0
2022-5-13 8:30:00,5000,0,0
2022-5-13 8:35:00,5000,0,0
2022-5-13 8:40:00,5000,0,0
2022-5-13 8:45:00,5000,0,0
2022-5-13 8:50:00,5000,0,0
2022-5-13 8:55:00,5000,0,0
2022-5-13 9:00:00,5000,0,0
2022-5-13 9:05:00,5000,0,0
2022-5-13 9:10:00,5000,0,0
2022-5-13 9:15:00,5000,0,0
2022-5-13 9:20:00,5000,0,0
2022-5-13 9:25:00,5000,0,0
2022-5-13 9:30:00,5000,0,0
2022-5-13 9:35:00,5000,0,0
2022-5-13 9:40:00,5000,0,0
2022-5-13 9:45:00,5000,0,0
2022-5-13 9:50:00,5000,0,0
2022-5-13 9:55:00,5000,0,0
2022-5-13 10:00:00,5000,0,0
2022-5-13 10:05:00,5000,0,0
2022-5-13 10:10:00,5000,0,0
2022-5-13 10:15:00,5000,0,0
2022-5-13 10:20:00,5000,0,0
2022-5-13 10:25:00,5000,0,0
2022-5-13 10:30:00,5000,0,0
2022-5-13 10:35:00,5000,0,0
2022-5-13 10:40:00,5000,0,0
2022-5-13 10:45:00,5000,0,0
2022-5-13 10:50:00,5000,0,0
2022-5-13 10:55:00,5000,0,0
2022-5-13 11:00:00,5000,0,0
2022-5-13 11:05:00,5000,0,0
2022-5-13 11:10:00,5000,0,0
2022-5-13 11:15:00,5000,0,0
2022-5-13 11:20:00,5000,0,0
2022-5-13 11:25:00,5000,0,0
2022-5-13 11:30:00,5000,0,0
2022-5-13 11:35:00,5000,0,0
2022-5-13 11:40:00,5000,0,0
2022-5-13 11:45:00,5000,0,0
2022-5-13 11:50:00,5000,0,0
2022-5-13 11:55:00,5000,0,0
2022-5-13 12:00:00,5000,0,0
2022-5-13 12:05:00,5000,0,0
2022-5-13 12:10:00,5000,0,0
2022-5-13 12:15:00,5000,0,0
2022-5-13 12:20:00,5000,0,0
2022-5-13 12:25:00,5000,0,0
2022-5-13 12:30:00,5000,0,0
2022-5-13 12:35:00,5000,0,0
2022-5-13 12:40:00,5000,0,0
2022-5-13 12:45:00,5000,0,0
2022-5-13 12:50:00,5000,0,0
2022-5-13 12:55:00,5000,0,0
2022-5-13 13:00:00,5000,0,0
2022-5-13 13:05:00,5000,0,0
2022-5-13 13:10:00,5000,0,0
2022-5-13 13:15:00,5000,0,0
2022-5-13 13:20:00,5000,0,0
2022-5-13 13:25:00,5000,0,0
2022-5-13 13:30:00,5000,0,0
2022-5-13 13:35:00,5000,0,0
2022-5-13 13:40:00,5000,0,0
2022-5-13 13:45:00,5000,0,0
2022-5-13 13:50:00,5000,0,0
2022-5-13 13:55:00,5000,0,0
2022-5-13 14:00:00,5000,0,0
2022-5-13 14:05:00,5000,0,0
2022-5-13 14:10:00,5000,0,0
2022-5-13 14:15:00,5000,0,0
2022-5-13 14:20:00,5000,0,0
2022-5-13 14:25:00,5000,0,0
2022-5-13 14:30:00,5000,0,0
2022-5-13 14:35:00,5000,0,0
2022-5-13 14:40:00,5000,0,0
2022-5-13 14:45:00,5000,0,0
2022-5-13 14:50:00,5000,0,0
2022-5-13 14:55:00,5000,0,0
2022-5-13 15:00:00,5000,0,0
2022-5-13 15:05:00,5000,0,0
2022-5-13 15:10:00,5000,0,0
2022-5-13 15:15:00,5000,0,0
2022-5-13 15:20:00,5000,0,0
2022-5-13 15:25:00,5000,0,0
2022-5-13 15:30:00,5000,0,0
2022-5-13 15:35:00,5000,0,0
2022-5-13 15:40:00,5000,0,0
2022-5-13 15:45:00,5000,0,0
2022-5-13 15:50:00,5000,0,0
2022-5-13 15:55:00,5000,0,0
2022-5-13 16:00:00,5000,0,0
2022-5-13 16:05:00,5000,0,0
2022-5-13 16:10:00,5000,0,0
2022-5-13 16:15:00,5000,0,0
2022-5-13 16:20:00,5000,0,0
2022-5-13 16:25:00,5000,0,0
2022-5-13 16:30:00,5000,0,0
2022-5-13 16:35:00,5000,0,0
2022-5-13 16:40:00,5000,0,0
2022-5-13 16:45:00,5000,0,0
2022-5-13 16:50:00,5000,0,0
2022-5-13 16:55:00,5000,0,0
2022-5-13 17:00:00,5000,0,0
2022-5-13 17:05:00,5000,0,0
2022-5-13 17:10:00,5000,0,0
2022-5-13 17:15:00,5000,0,0
2022-5-13 17:20:00,5000,0,0
2022-5-13 17:25:00,5000,0,0
2022-5-13 17:30:00,5000,0,0
2022-5-13 17:35:00,5000,0,0
2022-5-13 17:40:00,5000,0,0
2022-5-13 17:45:00,5000,0,0
2022-5-13 17:50:00,5000,0,0
2022-5-13 17:55:00,5000,0,0
2022-5-13 18:00:00,5000,0,0
2022-5-13 18:05:00,5000,0,0
2022-5-13 18:10:00,5000,0,0
2022-5-13 18:15:00,5000,0,0
2022-5-13 18:20:00,5000,0,0
2022-5-13 18:25:00,5000,0,0
2022-5-13 18:30:00,5000,0,0
2022-5-13 18:35:00,5000,0,0
2022-5-13 18:40:00,5000,0,0
2022-5-13 18:45:00,5000,0,0
2022-5-13 18:50:00,5000,0,0
2022-5-13 18:55:00,5000,0,0
2022-5-13 19:00:00,5000,0,0
2022-5-13 19:05:00,5000,0,0
2022-5-13 19:10:00,5000,0,0
2022-5-13 19:15:00,5000,0,0
2022-5-13 19:20:00,5000,0,0
2022-5-13 19:25:00,5000,0,0
2022-5-13 19:30:00,5000,0,0
2022-5-13 19:35:00,5000,0,0
2022-5-13 19:40:00,5000,0,0
2022-5-13 19:45:00,5000,0,0
2022-5-13 19:50:00,5000,0,0
2022-5-13 19:55:00,5000,0,0
2022-5-13 20:00:00,5000,0,0
2022-5-13 20:05:00,5000,0,0
2022-5-13 20:10:00,5000,0,0
2022-5-13 20:15:00,5000,0,0
2022-5-13 20:20:00,5000,0,0
2022-5-13 20:25:00,5000,0,0
2022-5-13 20:30:00,5000,0,0
2022-5-13 20:35:00,5000,0,0
2022-5-13 20:40:00,5000,0,0
2022-5-13 20:45:00,5000,0,0
2022-5-13 20:50:00,5000,0,0
2022-5-13 20:55:00,5000,0,0
2022-5-13 21:00:00,5000,0,0
2022-5-13 21:05:00,5000,0,0
2022-5-13 21:10:00,5000,0,0
2022-5-13 21:15:00,5000,0,0
2022-5-13 21:20:00,5000,0,0
2022-5-13 21:25:00,5000,0,0
2022-5-13 21:30:00,5000,0,0
2022-5-13 21:35:00,5000,0,0
2022-5-13 21:40:00,5000,0,0
2022-5-13 21:45:00,5000,0,0
2022-5-13 21:50:00,5000,0,0
2022-5-13 21:55:00,5000,0,0
2022-5-13 22:00:00,5000,0,0
2022-5-13 22:05:00,5000,0,0
2022-5-13 22:10:00,5000,0,0
2022-5-13 22:15:00,5000,0,0
2022-5-13 22:20:00,5000,0,0
2022-5-13 22:25:00,5000,0,0
2022-5-13 22:30:00,5000,0,0
2022-5-13 22:35:00,5000,0,0
2022-5-13 22:40:00,5000,0,0
2022-5-13 22:45:00,5000,0,0
2022-5-13 22:50:00,5000,0,0
2022-5-13 22:55:00,5000,0,0
2022-5-13 23:00:00,5000,0,0
2022-5-13 23:05:00,5000,0,0
2022-5-13 23:10:00,5000,0,0
2022-5-13 23:15:00,5000,0,0
2022-5-13 23:20:00,5000,0,0
2022-5-13 23:25:00,5000,0,0
2022-5-13 23:30:00,5000,0,0
2022-5-13 23:35:00,5000,0,0
2022-5-13 23:40:00,5000,0,0
2022-5-13 23:45:00,5000,0,0
2022-5-13 23:50:00,5000,0,0
2022-5-13 23:55:00,5000,0,0
2022-5-14 0:00:00,5000,0,0
2022-5-14 0:05:00,5000,0,0
2022-5-14 0:10:00,5000,0,0
2022-5-14 0:15:00,5000,0,0
2022-5-14 0:20:00,5000,0,0
2022-5-14 0:25:00,5000,0,0
2022-5-14 0:30:00,5000,0,0
2022-5-14 0:35:00,5000,0,0
2022-5-14 0:40:00,5000,0,0
2022-5-14 0:45:00,5000,0,0
2022-5-14 0:50:00,5000,0,0
2022-5-14 0:55:00,5000,0,0
2022-5-14 1:00:00,5000,0,0
2022-5-14 1:05:00,5000,0,0
2022-5-14 1:10:00,5000,0,0
2022-5-14 1:15:00,5000,0,0
2022-5-14 1:20:00,5000,0,0
2022-5-14 1:25:00,5000,0,0
2022-5-14 1:30:00,5000,0,0
2022-5-14 1:35:00,5000,0,0
2022-5-14 1:40:00,5000,0,0
2022-5-14 1:45:00,5000,0,0
2022-5-14 1:50:00,5000,0,0
2022-5-14 1:55:00,5000,0,0
2022-5-14 2:00:00,5000,0,0
2022-5-14 2:05:00,5000,0,0
2022-5-14 2:10:00,5000,0,0
2022-5-14 2:15:00,5000,0,0
2022-5-14 2:20:00,5000,0,0
2022-5-14 2:25:00,5000,0,0
2022-5-14 2:30:00,5000,0,0
2022-5-14 2:35:00,5000,0,0
2022-5-14 2:40:00,5000,0,0
2022-5-14 2:45:00,5000,0,0
2022-5-14 2:50:00,5000,0,0
2022-5-14 2:55:00,5000,0,0
2022-5-14 3:00:00,5000,0,0
2022-5-14 3:05:00,5000,0,0
2022-5-14 3:10:00,5000,0,0
2022-5-14 3:15:00,5000,0,0
2022-5-14 3:20:00,5000,0,0
2022-5-14 3:25:00,5000,0,0
2022-5-14 3:30:00,5000,0,0
2022-5-14 3:35:00,5000,0,0
2022-5-14 3:40:00,5000,0,0
2022-5-14 3:45:00,5000,0,0
2022-5-14 3:50:00,5000,0,0
2022-5-14 3:55:00,5000,0,0
2022-5-14 4:00:00,5000,0,0
2022-5-14 4:05:00,5000,0,0
2022-5-14 4:10:00,5000,0,0
2022-5-14 4:15:00,5000,0,0
2022-5-14 4:20:00,5000,0,0
2022-5-14 4:25:00,5000,0,0
2022-5-14 4:30:00,5000,0,0
2022-5-14 4:35:00,5000,0,0
2022-5-14 4:40:00,5000,0,0
2022-5-14 4:45:00,5000,0,0
2022-5-14 4:50:00,5000,0,0
2022-5-14 4:55:00,5000,0,0
2022-5-14 5:00:00,5000,0,0
2022-5-14 5:05:00,5000,0,0
2022-5-14 5:10:00,5000,0,0
2022-5-14 5:15:00,5000,0,0
2022-5-14 5:20:00,5000,0,0
2022-5-14 5:25:00,5000,0,0
2022-5-14 5:30:00,5000,0,0
2022-5-14 5:35:00,5000,0,0
2022-5-14 5:40:00,5000,0,0
2022-5-14 5:45:00,5000,0,0
2022-5-14 5:50:00,5000,0,0
2022-5-14 5:55:00,5000,0,0
2022-5-14 6:00:00,5000,0,0
2022-5-14 6:05:00,5000,0,0
2022-5-14 6:10:00,5000,0,0
2022-5-14 6:15:00,5000,0,0
2022-5-14 6:20:00,5000,0,0
2022-5-14 6:25:00,5000,0,0
2022-5-14 6:30:00,5000,0,0
2022-5-14 6:35:00,5000,0,0
2022-5-14 6:40:00,5000,0,0
2022-5-14 6:45:00,5000,0,0
2022-5-14 6:50:00,5000,0,0
2022-5-14 6:55:00,5000,0,0
2022-5-14 7:00:00,5000,0,0
2022-5-14 7:05:00,5000,0,0
2022-5-14 7:10:00,5000,0,0
2022-5-14 7:15:00,5000,0,0
2022-5-14 7:20:00,5000,0,0
2022-5-14 7:25:00,5000,0,0
2022-5-14 7:30:00,5000,0,0
2022-5-14 7:35:00,5000,0,0
2022-5-14 7:40:00,5000,0,0
2022-5-14 7:45:00,5000,0,0
2022-5-14 7:50:00,5000,0,0
2022-5-14 7:55:00,5000,0,0
2022-5-14 8:00:00,5000,0,0
2022-5-14 8:05:00,5000,0,0
2022-5-14 8:10:00,5000,0,0
2022-5-14 8:15:00,5000,0,0
2022-5-14 8:20:00,5000,0,0
2022-5-14 8:25:00,5000,0,0
2022-5-14 8:30:00,5000,0,0
2022-5-14 8:35:00,5000,0,0
2022-5-14 8:40:00,5000,0,0
2022-5-14 8:45:00,5000,0,0
2022-5-14 8:50:00,5000,0,0
2022-5-14 8:55:00,5000,0,0
2022-5-14 9:00:00,5000,0,0
2022-5-14 9:05:00,5000,0,0
2022-5-14 9:10:00,5000,0,0
2022-5-14 9:15:00,5000,0,0
2022-5-14 9:20:00,5000,0,0
2022-5-14 9:25:00,5000,0,0
2022-5-14 9:30:00,5000,0,0
2022-5-14 9:35:00,5000,0,0
2022-5-14 9:40:00,5000,0,0
2022-5-14 9:45:00,5000,0,0
2022-5-14 9:50:00,5000,0,0
2022-5-14 9:55:00,5000,0,0
2022-5-14 10:00:00,5000,0,0
2022-5-14 10:05:00,5000,0,0
2022-5-14 10:10:00,5000,0,0
2022-5-14 10:15:00,5000,0,0
2022-5-14 10:20:00,5000,0,0
2022-5-14 10:25:00,5000,0,0
2022-5-14 10:30:00,5000,0,0
2022-5-14 10:35:00,5000,0,0
2022-5-14 10:40:00,5000,0,0
2022-5-14 10:45:00,5000,0,0
2022-5-14 10:50:00,5000,0,0
2022-5-14 10:55:00,5000,0,0
2022-5-14 11:00:00,5000,0,0
2022-5-14 11:05:00,5000,0,0
2022-5-14 11:10:00,5000,0,0
2022-5-14 11:15:00,5000,0,0
2022-5-14 11:20:00,5000,0,0
2022-5-14 11:25:00,5000,0,0
2022-5-14 11:30:00,5000,0,0
2022-5-14 11:35:00,5000,0,0
2022-5-14 11:40:00,5000,0,0
2022-5-14 11:45:00,5000,0,0
2022-5-14 11:50:00,5000,0,0
2022-5-14 11:55:00,5000,0,0
2022-5-14 12:00:00,5000,0,0
2022-5-14 12:05:00,5000,0,0
2022-5-14 12:10:00,5000,0,0
2022-5-14 12:15:00,5000,0,0
2022-5-14 12:20:00,5000,0,0
2022-5-14 12:25:00,5000,0,0
2022-5-14 12:30:00,5000,0,0
2022-5-14 12:35:00,5000,0,0
2022-5-14 12:40:00,5000,0,0
2022-5-14 12:45:00,5000,0,0
2022-5-14 12:50:00,5000,0,0
2022-5-14 12:55:00,5000,0,0
2022-5-14 13:00:00,5000,0,0
2022-5-14 13:05:00,5000,0,0
2022-5-14 13:10:00,5000,0,0
2022-5-14 13:15:00,5000,0,0
2022-5-14 13:20:00,5000,0,0
2022-5-14 13:25:00,5000,0,0
2022-5-14 13:30:00,5000,0,0
2022-5-14 13:35:00,5000,0,0
2022-5-14 13:40:00,5000,0,0
2022-5-14 13:45:00,5000,0,0
2022-5-14 13:50:00,5000,0,0
2022-5-14 13:55:00,5000,0,0
2022-5-14 14:00:00,5000,0,0
2022-5-14 14:05:00,5000,0,0
2022-5-14 14:10:00,5000,0,0
2022-5-14 14:15:00,5000,0,0
2022-5-14 14:20:00,5000,0,0
2022-5-14 14:25:00,5000,0,0
2022-5-14 14:30:00,5000,0,0
2022-5-14 14:35:00,5000,0,0
2022-5-14 14:40:00,5000,0,0
2022-5-14 14:45:00,5000,0,0
2022-5-14 14:50:00,5000,0,0
2022-5-14 14:55:00,5000,0,0
2022-5-14 15:00:00,5000,0,0
2022-5-14 15:05:00,5000,0,0
2022-5-14 15:10:00,5000,0,0
2022-5-14 15:15:00,5000,0,0
2022-5-14 15:20:00,5000,0,0
2022-5-14 15:25:00,5000,0,0
2022-5-14 15:30:00,5000,0,0
2022-5-14 15:35:00,5000,0,0
2022-5-14 15:40:00,5000,0,0
2022-5-14 15:45:00,5000,0,0
2022-5-14 15:50:00,5000,0,0
2022-5-14 15:55:00,5000,0,0
